WKT,nama,deskripsi
"POLYGON ((106.6858376 -6.0953095, 106.6858376 -6.1710909, 106.7215432 -6.1908878, 106.7133035 -6.2216058, 106.7428292 -6.226384, 106.7469491 -6.2700682, 106.7579354 -6.2789412, 106.7771615 -6.3192087, 106.8087472 -6.3144313, 106.7860879 -6.3506015, 106.7957009 -6.367662, 106.8327798 -6.3546961, 106.845826 -6.3403649, 106.8822183 -6.3697092, 106.9138039 -6.3656148, 106.9158639 -6.2966865, 106.9124307 -6.2550522, 106.9453896 -6.2530045, 106.9474496 -6.2250188, 106.965989 -6.2127319, 106.9728555 -6.087799, 106.8801583 -6.0959922, 106.8561257 -6.1089646, 106.8094338 -6.1171575, 106.8066872 -6.1035026, 106.760682 -6.1028198, 106.7531289 -6.0809712, 106.6858376 -6.0953095))",Kota DKI Jakarta,
