WKT,nama,deskripsi
"POLYGON ((110.0246416 -7.8894198, 110.0713335 -7.9111839, 110.2004229 -7.9683092, 110.2992998 -8.0145477, 110.370711 -8.0607809, 110.5052935 -8.1287613, 110.6014239 -8.1477937, 110.6948077 -8.1858559, 110.7689654 -8.1967302, 110.8293902 -8.1749814, 110.7964312 -8.1668253, 110.7826983 -8.1097279, 110.7524859 -8.0471834, 110.7689654 -7.9438279, 110.7881915 -7.8377254, 110.7524859 -7.8159575, 110.7277666 -7.7914672, 110.7003008 -7.8132364, 110.6591021 -7.7941884, 110.5959307 -7.7969096, 110.5409991 -7.7969096, 110.4943072 -7.7724182, 110.4695879 -7.6499397, 110.4448687 -7.5410403, 110.3679644 -7.6009384, 110.2745806 -7.6989353, 110.2471148 -7.6472175, 110.1262652 -7.658106, 110.1290118 -7.7125442, 110.0933062 -7.7833034, 110.0603472 -7.8377254, 110.0246416 -7.8894198))",DI Yogyakarta,
