WKT,nama,deskripsi
"POLYGON ((106.7480551 -6.3394472, 106.7453085 -6.3899458, 106.7322622 -6.4104168, 106.7356954 -6.4281577, 106.7308889 -6.4431687, 106.728829 -6.4841055, 106.7514883 -6.4929747, 106.7562948 -6.5175348, 106.7748342 -6.5530084, 106.7954336 -6.5625585, 106.825646 -6.5693799, 106.8441854 -6.5639228, 106.8613516 -6.5168526, 106.8977438 -6.4322516, 106.8970571 -6.3872163, 106.8483053 -6.3790276, 106.7920004 -6.3626499, 106.771401 -6.3626499, 106.7611013 -6.3537784, 106.7480551 -6.3394472))",Depok,
